condition,color_type,length_m,height_cm,x1,x2,breed_category,pet_category
2.0,Brown Tabby,0.15,26.78,16,9,1,1
0.0,Brown,0.11,43.37,0,1,1,2
2.0,Brown Tabby,0.77,33.73,17,9,0,1
0.0,Black,0.83,26.85,13,9,1,1
1.0,Brown Tabby,0.41,36.68,16,9,0,1
2.0,Brown Tabby,0.07,16.21,8,5,1,1
0.0,Blue Merle,0.76,6.65,0,7,1,2
2.0,Yellow,0.83,20.85,0,7,1,2
0.0,Black,0.11,39.14,13,9,1,2
2.0,Tortie,0.88,13.14,16,9,1,1
1.0,Blue Tabby,0.06,46.37,7,1,0,1
0.0,Gold,0.64,11.24,13,9,1,2
0.0,Chocolate,0.58,13.12,0,1,1,2
,Brown,0.95,44.75,0,7,2,2
0.0,Cream Tabby,0.44,14.91,7,1,1,1
0.0,Tan,0.77,22.53,0,1,1,2
0.0,White,0.67,45.25,0,1,1,2
0.0,Brown Tabby,0.81,16.67,16,9,1,1
0.0,Tan,0.62,48.73,0,1,1,2
0.0,Tan,0.13,29.86,13,9,1,2
,Black,0.13,14.56,17,9,2,1
,Black,0.01,32.48,13,9,2,2
,Brown,0.21,28.61,18,4,2,4
0.0,Calico,0.46,32.0,7,1,1,1
1.0,Orange Tabby,0.03,47.36,0,7,0,1
0.0,Orange Tabby,0.45,41.61,7,1,1,1
2.0,Tricolor,0.52,11.92,13,9,1,2
1.0,Orange Tabby,0.65,39.01,13,9,0,1
0.0,Brown,0.55,46.13,0,7,1,2
,Black,0.09,10.01,13,9,2,1
1.0,Black Tabby,0.27,19.64,13,9,0,1
2.0,Brown,0.25,34.04,0,7,0,2
0.0,Tan,0.53,7.44,13,9,1,2
2.0,Black,0.46,16.86,13,9,0,1
1.0,Cream Tabby,0.27,45.42,7,1,0,1
0.0,White,0.01,30.75,13,9,1,1
1.0,Blue,0.18,43.36,0,1,0,2
2.0,Blue,0.64,11.48,13,9,1,1
0.0,Brown Tabby,0.84,8.39,0,1,1,1
1.0,Orange Tabby,0.62,49.63,13,9,0,1
,Brown,0.3,46.95,18,4,2,0
1.0,Black,0.21,19.23,0,1,0,1
1.0,White,0.53,36.51,0,1,0,2
0.0,Cream,0.4,16.62,0,1,1,2
1.0,Sable,0.14,43.41,0,7,0,2
0.0,Brown Brindle,0.13,33.99,0,7,1,2
0.0,Brown Tabby,0.49,11.25,13,9,1,1
1.0,Black,0.87,34.87,0,1,0,1
0.0,Calico,0.32,39.92,0,1,1,1
1.0,Blue,0.07,47.07,18,4,0,2
0.0,White,0.46,46.65,0,1,1,2
1.0,Black,0.19,10.36,0,1,0,2
0.0,Black,0.3,12.37,0,1,1,2
2.0,Tortie,0.24,47.84,13,9,1,1
1.0,Brown,0.21,10.34,0,1,0,2
0.0,Brown,0.16,9.18,0,1,1,2
0.0,Black,0.78,21.44,0,1,1,2
1.0,Red,0.37,6.27,0,7,0,2
0.0,Red,0.67,39.56,0,1,1,2
,Brown,0.85,19.18,15,4,2,4
0.0,Blue,0.93,25.39,0,1,1,1
1.0,Brown Tabby,0.94,12.87,7,1,0,1
2.0,Brown Tabby,0.28,29.36,17,9,0,1
2.0,Black,0.82,14.19,0,7,0,2
2.0,Orange Tabby,0.89,16.29,16,9,1,1
1.0,Black,0.01,8.77,7,1,0,1
0.0,Tortie,0.36,24.15,7,1,1,1
0.0,Brown Brindle,0.62,5.62,0,7,1,2
0.0,Black,0.29,47.89,0,1,1,2
1.0,Brown Brindle,0.98,41.78,13,9,0,2
,Brown,0.97,48.49,9,2,2,4
,Black,0.59,45.69,15,4,2,4
2.0,Calico,0.48,44.47,13,9,1,1
1.0,White,0.82,40.81,13,9,0,2
2.0,Brown Tabby,0.94,35.2,16,9,0,1
2.0,Black,0.77,11.28,0,7,1,2
2.0,Black,0.79,9.71,0,1,0,0
0.0,White,0.31,38.94,13,9,1,1
1.0,Orange Tabby,0.77,29.34,0,1,0,1
1.0,Brown,0.3,17.75,0,7,0,2
0.0,Black,0.77,41.95,7,1,1,1
2.0,Blue,0.39,21.28,7,1,1,2
1.0,Orange Tabby,0.97,46.1,0,1,0,1
1.0,Flame Point,0.44,32.35,0,1,0,1
2.0,Blue Tabby,0.6,43.75,16,9,1,1
2.0,Calico,0.15,41.93,13,9,1,1
0.0,Blue Point,0.98,35.95,0,1,1,1
0.0,Black,0.57,14.37,0,1,1,2
1.0,Tricolor,0.25,48.95,13,9,0,2
0.0,White,0.93,49.91,0,1,1,2
,Black,0.16,20.08,0,4,2,4
1.0,Black,0.59,24.01,0,1,0,1
1.0,Brown Tabby,0.95,37.68,0,1,0,1
0.0,Tortie,0.92,36.69,13,9,1,1
2.0,Blue Tabby,0.59,26.8,16,9,0,1
1.0,White,0.8,11.49,0,7,0,2
0.0,Brown Brindle,0.82,29.06,0,1,1,2
2.0,Orange Tabby,0.16,45.32,18,4,1,1
0.0,Black,0.79,39.59,7,1,1,1
1.0,Orange Tabby,0.19,10.5,13,9,0,1
2.0,Brown Tabby,0.86,28.64,13,9,0,1
2.0,Brown,0.57,22.67,13,9,1,2
1.0,Brown,0.67,47.54,0,7,0,2
,Brown,0.89,21.01,15,4,2,4
,Brown Tabby,0.47,47.02,13,9,2,1
2.0,Black,0.33,35.22,1,4,0,2
2.0,Black,0.32,12.94,13,9,0,2
2.0,Brown,0.83,28.94,13,9,1,2
1.0,Black,0.16,7.17,16,9,0,1
0.0,Calico,0.93,11.94,7,1,1,1
1.0,Black,0.22,46.65,0,1,0,4
0.0,Brown,0.13,32.27,7,1,1,2
1.0,Orange Tabby,0.68,49.91,0,1,0,1
0.0,Black,0.06,46.51,13,9,1,2
0.0,Black Smoke,0.75,25.13,0,1,1,1
0.0,Black,0.47,8.64,13,9,1,2
2.0,Tortie,0.43,23.62,13,9,1,1
0.0,Black,0.83,8.49,0,1,1,1
0.0,White,0.36,42.18,0,1,1,2
1.0,Brown Brindle,0.34,13.86,13,9,0,2
0.0,White,0.48,34.83,0,7,1,2
1.0,White,0.09,8.67,0,1,0,2
0.0,Brown Tabby,0.56,44.85,13,9,1,1
2.0,Tan,0.45,17.73,13,9,0,2
1.0,Black,0.95,16.39,0,1,0,2
2.0,Red,0.6,41.82,0,7,0,2
0.0,Black,0.14,27.15,0,1,1,2
2.0,Blue,0.63,11.96,13,9,0,2
1.0,White,0.0,22.82,0,7,0,2
2.0,Brown,0.03,28.99,0,7,0,2
0.0,White,0.73,7.78,13,9,1,2
0.0,Black,0.14,10.29,0,7,1,1
1.0,Gray,0.03,20.74,0,1,0,1
1.0,Orange Tabby,0.11,16.49,0,1,0,1
0.0,Brown Tabby,0.16,10.47,0,1,1,1
2.0,Brown Tabby,1.0,33.25,13,9,1,1
1.0,Brown Brindle,0.95,41.1,0,1,0,2
2.0,Brown,0.35,42.19,13,9,0,2
2.0,White,0.3,27.72,13,9,0,0
1.0,Orange Tabby,0.18,22.65,7,1,0,1
0.0,Red Merle,0.34,45.38,0,7,1,2
,Black,0.14,44.32,18,4,2,1
1.0,White,0.54,45.2,0,1,0,2
0.0,Brown Brindle,0.21,36.78,0,7,1,2
0.0,Black,0.17,21.31,0,7,1,2
1.0,Fawn,0.45,14.66,0,1,0,2
0.0,Brown,0.91,32.68,0,7,1,2
2.0,Tortie,0.19,46.6,2,4,1,1
0.0,Tricolor,0.6,25.19,13,9,1,2
1.0,Black,0.65,47.55,7,1,0,1
,Gray,0.24,15.85,15,4,2,4
2.0,Gray,0.39,45.37,0,7,0,2
2.0,Orange Tabby,0.86,43.85,0,7,0,1
2.0,Seal Point,0.56,22.89,13,9,1,1
1.0,Fawn,0.27,37.96,0,7,0,2
1.0,Brown Merle,0.31,17.12,0,1,0,2
1.0,Brown Tabby,0.96,5.32,0,1,0,1
1.0,Brown,0.18,48.59,0,7,0,2
2.0,Apricot,0.06,48.98,0,1,0,2
2.0,Black,0.06,34.82,0,7,1,2
0.0,Blue Tabby,0.32,42.45,0,1,1,1
2.0,Brown,0.06,49.44,15,4,1,2
0.0,Red,0.38,5.59,0,1,1,2
0.0,Blue Merle,0.56,14.43,0,1,1,2
1.0,Brown,0.34,6.5,0,7,0,2
1.0,Black,0.28,9.04,13,9,0,1
0.0,Tricolor,0.67,13.57,0,7,1,2
1.0,Black,0.65,38.55,0,1,0,2
,Brown,0.89,45.87,15,4,2,4
0.0,Black Smoke,0.57,17.12,0,1,1,1
,Brown,0.18,35.5,0,4,2,4
1.0,Black,0.47,36.36,0,1,0,2
0.0,Blue,0.34,29.35,0,1,1,2
1.0,Blue,0.48,10.5,7,1,0,2
1.0,Black,0.38,8.49,0,1,0,2
1.0,Black,0.05,15.52,0,1,0,2
1.0,Black,0.8,33.47,7,1,0,2
0.0,Tan,0.52,42.71,0,1,1,2
1.0,Tricolor,0.04,29.14,0,1,0,2
0.0,Black,0.35,9.28,18,4,1,1
0.0,Red,0.21,6.12,0,1,1,2
0.0,Brown,0.27,21.98,13,9,1,2
1.0,Buff,0.53,37.83,13,9,0,2
2.0,White,0.37,49.73,0,7,0,2
1.0,White,0.17,15.4,0,1,0,2
1.0,Brown Tabby,0.06,35.02,7,1,0,1
0.0,Brown,0.48,33.3,0,1,1,2
2.0,White,0.26,20.0,0,1,1,2
2.0,Black,0.02,22.02,13,9,0,2
1.0,Brown Merle,0.77,26.04,0,7,0,2
1.0,Orange Tabby,0.52,48.23,18,4,0,1
1.0,Blue Tick,0.5,24.55,13,9,0,2
1.0,Black,0.26,8.01,0,1,0,1
2.0,Black,0.75,9.41,0,3,0,1
2.0,Tan,0.99,31.75,0,7,0,2
2.0,Brown Tabby,0.1,22.15,13,9,0,1
,Red,0.36,11.59,15,4,2,4
1.0,Brown,0.91,42.08,13,9,0,2
1.0,White,0.14,20.63,13,9,0,2
2.0,Black,0.65,32.82,18,4,0,1
1.0,Orange Tabby,0.15,49.1,0,1,0,1
1.0,White,0.43,45.64,13,9,0,2
0.0,Blue Tabby,0.99,35.58,0,1,1,1
1.0,Blue Merle,0.66,41.44,0,7,0,2
1.0,White,0.4,43.71,0,1,0,2
0.0,White,0.92,38.89,0,7,1,1
1.0,White,1.0,47.64,0,1,0,2
1.0,Black,0.96,42.47,7,1,0,1
1.0,Fawn,0.92,16.31,0,7,0,2
1.0,White,0.87,36.36,0,1,0,2
1.0,White,0.69,24.15,7,1,0,2
1.0,Red,0.74,32.42,0,1,0,2
1.0,Brown Tabby,0.11,32.83,0,1,0,1
0.0,White,0.48,7.81,0,1,1,2
1.0,Tan,0.3,35.96,0,7,0,2
2.0,Tricolor,0.71,41.28,0,7,0,2
1.0,White,0.72,40.78,0,7,0,2
1.0,Orange Tabby,0.74,14.32,13,9,0,1
1.0,Black,0.51,43.84,13,9,0,2
0.0,Black,0.13,34.29,0,1,1,2
,Brown,0.24,28.64,11,4,2,4
1.0,Black,0.74,17.82,0,1,0,2
,Gray,0.82,19.62,15,4,2,4
1.0,Black,0.71,17.17,0,1,0,1
0.0,White,0.36,49.68,0,1,1,2
0.0,Brown,0.9,43.35,13,9,1,2
0.0,White,0.72,6.95,0,1,1,2
2.0,Tan,0.24,44.28,13,9,0,2
1.0,Black,0.35,42.91,0,1,0,2
0.0,Cream Tabby,0.36,21.67,13,9,1,1
0.0,White,0.88,44.39,13,9,1,2
1.0,Red,0.39,42.4,13,9,0,2
0.0,Torbie,0.67,17.91,0,1,1,1
1.0,Black,0.58,16.15,0,8,0,2
0.0,Red,0.91,23.37,0,7,1,2
2.0,Tricolor,0.96,42.66,0,7,1,2
0.0,Black,0.07,7.75,0,1,1,1
0.0,Black,0.1,44.73,0,1,1,2
1.0,Brown,0.55,21.77,12,1,0,2
1.0,Flame Point,0.65,13.68,0,1,0,1
1.0,Black,0.57,40.61,0,1,0,2
0.0,Black,0.86,7.19,0,1,1,2
2.0,Brown Tabby,0.25,44.58,13,9,1,1
1.0,Black,0.76,27.31,0,1,0,2
1.0,White,0.47,36.68,0,7,0,2
1.0,Red,0.83,11.52,0,1,0,2
1.0,Black,0.3,15.25,0,7,0,2
1.0,Gold,0.17,41.84,0,7,0,2
1.0,Tricolor,0.71,25.34,13,9,0,2
1.0,Tricolor,0.11,39.4,0,7,0,2
1.0,Brown,0.92,28.02,13,9,0,2
,Brown,0.82,10.16,15,4,2,4
0.0,Black,0.98,29.43,13,9,1,1
1.0,Brown Tabby,0.0,37.44,7,1,0,1
1.0,Sable,0.16,30.2,0,7,0,2
1.0,White,0.39,38.67,0,7,0,2
1.0,White,0.55,28.72,0,1,0,2
2.0,Tan,0.83,29.43,13,9,0,2
1.0,Tricolor,0.51,19.57,0,1,0,2
0.0,Torbie,0.64,5.27,7,1,1,1
1.0,Brown Tabby,0.71,28.85,7,1,0,1
1.0,Brown,0.27,11.44,0,1,0,2
0.0,Black,0.42,37.35,0,1,1,1
1.0,Blue Tabby,0.66,9.04,0,1,0,1
0.0,Red,0.24,13.9,12,1,1,2
0.0,Brown,0.9,46.29,0,7,1,2
,Tortie,0.18,15.73,16,9,2,1
2.0,Black,0.39,24.03,17,9,0,1
2.0,Yellow Brindle,0.1,32.36,14,5,0,2
1.0,Gray,0.73,40.66,0,1,0,2
1.0,Orange Tabby,0.25,14.35,0,1,0,1
0.0,Black,0.47,46.83,0,1,1,1
0.0,Black,0.27,25.41,0,7,1,2
1.0,Gray,0.17,22.64,13,9,0,2
2.0,Tan,0.64,19.42,0,7,0,2
1.0,Red,0.92,19.34,0,1,0,2
0.0,Black,0.76,43.76,13,9,1,1
1.0,White,0.53,8.46,0,7,0,2
0.0,Brown,0.31,39.7,12,1,1,2
1.0,Black,0.92,41.54,7,1,0,2
2.0,Brown,0.84,47.93,0,7,0,2
,Red,0.87,43.17,15,4,2,4
0.0,Buff,0.81,26.88,13,9,1,2
,Brown,0.66,11.99,18,4,2,4
1.0,White,0.27,19.06,0,1,0,2
0.0,Calico,0.01,10.38,7,1,1,1
0.0,Torbie,1.0,9.6,0,1,1,1
2.0,Brown Brindle,0.74,22.83,13,9,1,2
1.0,White,0.59,48.39,0,7,0,2
1.0,White,0.56,10.01,0,7,0,2
1.0,Black,0.09,30.8,13,9,0,2
1.0,Black,0.4,33.99,0,1,0,2
2.0,Tan,0.11,17.06,0,1,0,2
0.0,Black,0.35,19.33,17,9,1,1
1.0,White,0.21,12.72,0,1,0,2
0.0,Brown Brindle,0.09,9.17,0,7,1,2
1.0,Brown,0.14,10.37,0,7,0,2
2.0,Brown,0.75,49.45,13,9,0,2
0.0,Brown Tabby,0.48,11.94,13,9,1,1
0.0,White,0.79,46.34,0,1,1,2
2.0,White,0.71,34.47,13,9,1,1
0.0,Black,0.23,44.85,0,1,1,2
1.0,White,0.03,30.69,0,1,0,1
2.0,Flame Point,0.38,5.57,16,9,1,1
0.0,Black,0.26,34.34,0,1,1,1
0.0,Blue Tabby,0.88,37.85,7,1,1,1
1.0,Brown Tabby,0.02,45.09,0,1,0,1
,Black,0.74,15.55,18,4,2,4
0.0,Black,0.7,29.84,0,7,1,2
1.0,Brown Merle,0.02,44.22,0,1,0,2
1.0,Tan,0.09,7.88,0,7,0,2
1.0,Black,0.69,38.72,0,1,0,1
0.0,Black,0.88,27.82,0,1,1,1
2.0,Brown Tabby,0.86,42.86,13,9,0,1
,Brown,0.12,6.04,15,4,2,4
1.0,Blue,0.73,16.75,0,7,0,2
0.0,Brown,0.85,33.68,7,1,1,2
0.0,Tortie,0.73,43.83,18,4,1,1
0.0,Torbie,0.46,21.53,7,1,1,1
1.0,Brown Tabby,0.79,13.92,0,7,0,1
0.0,Brown,0.94,40.06,0,1,1,2
1.0,Blue Tick,0.23,44.1,13,9,0,2
0.0,Brown,0.92,45.58,0,1,1,2
2.0,Black,0.0,46.88,13,9,0,4
,Black,0.2,36.07,15,4,2,4
1.0,Blue Tabby,0.15,22.25,0,1,0,1
1.0,White,0.27,23.46,0,1,0,2
2.0,Yellow,0.84,18.39,0,7,0,4
0.0,Tan,0.03,45.45,0,1,1,2
1.0,Black,0.66,46.03,13,9,0,2
0.0,Blue,0.24,48.05,0,1,1,2
1.0,Brown Brindle,0.93,22.89,0,1,0,2
2.0,Black,0.86,5.62,18,4,0,1
1.0,Tricolor,0.64,49.68,0,1,0,2
0.0,Gray,0.82,31.74,0,1,1,4
1.0,White,0.06,43.72,0,1,0,1
1.0,Red Merle,0.22,20.35,0,1,0,2
1.0,White,1.0,19.88,18,4,0,2
2.0,Brown,0.92,34.37,0,7,1,2
0.0,Brown,0.26,37.85,0,1,1,2
0.0,Flame Point,0.73,29.6,7,1,1,1
0.0,Cream,0.24,14.72,0,7,1,2
1.0,Brown,0.08,38.33,13,9,0,2
1.0,Black,0.99,18.95,13,9,0,2
0.0,Torbie,0.26,38.15,0,1,1,1
,Black,0.76,31.29,13,9,2,1
2.0,White,0.91,21.81,0,1,1,1
0.0,White,0.95,20.94,13,9,1,2
,Gray,0.28,43.63,18,4,2,4
2.0,Blue,0.53,46.06,0,7,1,2
1.0,White,0.16,48.0,0,7,0,2
0.0,Tortie,0.42,15.5,13,9,1,1
0.0,Brown,0.05,20.41,0,7,1,2
1.0,Orange Tabby,0.01,25.91,16,9,0,1
2.0,Sable,0.96,43.07,13,9,0,2
0.0,Black,0.25,45.34,13,9,1,1
1.0,Black,0.77,49.46,13,9,0,1
1.0,Orange Tabby,0.73,15.06,7,1,0,1
1.0,Black,0.94,42.3,13,9,0,2
0.0,Blue,0.04,42.5,12,1,1,2
1.0,Cream Tabby,0.8,35.94,0,1,0,1
0.0,Black,0.14,32.54,7,1,1,1
2.0,Blue,0.48,5.76,18,4,1,1
,White,0.65,40.7,13,9,2,1
1.0,Orange Tabby,0.43,10.2,0,1,0,1
1.0,Black,0.14,43.75,0,1,0,1
2.0,Brown Brindle,0.53,16.05,13,9,1,2
2.0,Tan,0.71,38.15,0,8,0,2
0.0,Calico,0.23,13.27,0,8,1,1
2.0,Black,0.53,14.58,13,9,0,1
0.0,Brown Tabby,0.5,22.74,0,1,1,1
2.0,Black,0.16,27.86,0,1,0,1
0.0,Black,0.38,17.08,0,7,1,1
2.0,Blue Point,0.02,23.07,16,9,0,1
2.0,Black,0.83,35.34,13,9,1,1
2.0,Orange Tabby,0.3,37.29,13,9,0,1
1.0,Brown Brindle,0.13,32.32,0,1,0,2
1.0,Black,0.59,34.91,0,1,0,2
1.0,Black,0.26,47.06,0,1,0,2
1.0,Black,0.71,7.88,13,9,0,1
1.0,Tan,0.9,24.34,0,7,0,2
2.0,Blue Tabby,0.22,14.65,16,9,1,1
0.0,Tricolor,0.88,42.81,0,1,1,2
,Brown,0.03,12.86,15,4,2,4
0.0,White,0.97,47.13,0,7,1,2
2.0,Brown,0.98,46.81,15,4,0,4
2.0,Black,0.58,21.93,13,9,1,1
1.0,Black,0.63,46.35,0,1,0,2
1.0,Brown Tabby,0.32,37.35,0,7,0,1
1.0,Brown Brindle,0.15,21.58,0,1,0,2
2.0,Black,0.57,34.55,13,9,0,2
1.0,Brown Tabby,0.01,27.52,16,9,0,1
1.0,Tricolor,0.85,49.01,13,9,0,2
0.0,Black,0.83,34.87,0,1,1,1
,Red,0.62,47.14,15,4,2,4
0.0,Black,0.14,24.66,0,7,1,2
2.0,Black,0.68,33.76,13,9,1,1
0.0,Red,0.43,8.4,0,1,1,2
2.0,White,0.29,26.6,13,9,0,2
2.0,Gray,0.68,11.56,0,7,0,1
0.0,Lynx Point,0.44,6.66,0,7,1,1
0.0,Buff,0.57,41.61,0,1,1,2
0.0,Calico,0.97,29.0,0,1,1,1
,Brown,0.91,21.68,15,4,2,4
0.0,Black,0.13,46.36,0,1,1,1
0.0,Torbie,0.88,32.65,0,1,1,1
0.0,Calico,0.91,13.97,0,1,1,1
0.0,Black,0.1,20.68,0,1,1,2
1.0,Brown Brindle,0.37,42.45,0,1,0,2
0.0,White,0.99,23.53,16,9,1,1
0.0,Black Tabby,0.89,23.14,7,1,1,1
1.0,Blue,0.88,13.95,0,1,0,1
1.0,White,0.81,29.75,7,1,0,2
0.0,Black,0.65,39.81,0,1,1,2
1.0,Orange Tabby,0.99,27.06,0,1,0,1
0.0,Black Brindle,0.41,24.51,7,1,1,2
2.0,Black,0.47,16.8,0,1,0,2
2.0,Orange Tabby,0.39,9.21,13,9,1,1
0.0,Torbie,0.32,18.97,7,1,1,1
0.0,White,0.69,26.31,0,1,1,2
2.0,Black,0.09,18.41,0,1,0,1
1.0,Cream Tabby,0.15,48.99,17,9,0,1
1.0,White,0.44,40.45,13,9,0,2
1.0,Tan,0.49,40.93,12,1,0,2
2.0,Brown,0.61,13.12,0,1,0,2
0.0,Tan,0.96,32.97,0,1,1,2
2.0,Tan,0.54,30.84,13,9,1,2
0.0,Lilac Point,0.86,33.8,0,1,1,1
2.0,Red,0.39,25.42,0,1,1,2
0.0,Calico,0.22,26.71,0,1,1,1
1.0,Black,0.11,20.62,0,1,0,2
0.0,Blue Tabby,0.64,37.45,0,1,1,1
0.0,Brown Tabby,0.7,5.22,0,7,1,1
0.0,Brown,0.46,40.36,0,7,1,2
1.0,Brown,0.64,37.21,7,1,0,2
2.0,Tortie,0.58,12.75,18,4,1,1
0.0,Blue,0.92,7.12,0,1,1,2
1.0,Tan,0.53,24.88,13,9,0,2
1.0,White,0.35,39.15,0,1,0,2
0.0,Brown,0.26,27.59,13,9,1,2
0.0,Sable,0.54,14.25,13,9,1,2
1.0,Black,0.33,24.25,13,9,0,1
0.0,Brown Tabby,0.84,49.1,0,1,1,1
,Black,0.36,31.47,15,4,2,4
1.0,Brown,0.4,22.02,0,1,0,2
0.0,White,0.65,15.32,0,1,1,2
0.0,Black,0.46,20.7,0,7,1,2
0.0,Cream,0.82,35.5,0,1,1,2
,Gray,0.12,21.05,15,4,2,4
1.0,Red Merle,0.35,38.1,0,1,0,2
0.0,Brown Brindle,0.8,31.29,0,7,1,2
2.0,Red,0.29,6.57,13,9,1,2
0.0,Brown Tabby,0.45,33.82,0,1,1,1
2.0,Tricolor,0.09,28.15,13,9,1,2
2.0,Seal Point,0.06,23.85,13,9,0,1
1.0,Black,0.86,47.28,0,1,0,2
2.0,Tricolor,0.54,21.19,0,7,0,2
,Black,0.78,37.88,15,4,2,4
0.0,Brown,0.25,7.52,13,9,1,2
0.0,White,0.62,15.45,0,1,1,2
2.0,Black,0.41,17.09,13,9,0,2
0.0,Black,0.99,42.2,13,9,1,2
0.0,Black,0.54,46.09,0,1,1,2
0.0,Black,0.83,36.49,0,1,1,1
1.0,Tan,0.74,38.44,0,1,0,2
2.0,Orange Tabby,0.11,11.94,18,4,1,1
0.0,Yellow,0.02,30.73,0,1,1,2
2.0,Black,0.6,34.11,0,7,1,2
1.0,Black,0.31,7.49,13,9,0,2
0.0,Black,0.71,23.09,0,1,1,1
0.0,Gray,0.57,37.52,0,1,1,1
0.0,Black,0.02,32.74,18,4,1,2
2.0,Red,0.71,32.31,0,1,0,0
0.0,Cream,0.08,19.0,0,1,1,2
1.0,Black,0.17,7.61,0,1,0,2
,Blue,0.86,38.05,13,9,2,1
1.0,Blue,0.44,39.92,0,1,0,2
0.0,Brown Tabby,0.16,23.51,7,1,1,1
1.0,Tan,0.13,23.04,18,4,0,2
2.0,Blue Merle,0.06,15.88,0,7,0,2
1.0,Brown,0.14,46.82,0,1,0,2
0.0,Brown,0.42,24.08,0,7,1,2
0.0,Tan,0.84,22.11,0,1,1,2
1.0,Yellow,0.39,24.55,0,7,0,2
0.0,Black,0.52,44.79,0,1,1,1
2.0,Blue,0.07,17.81,0,1,0,1
0.0,Calico,0.26,44.23,0,1,1,1
,Brown,0.66,45.63,15,4,2,4
1.0,Tan,0.1,43.5,0,7,0,2
1.0,Orange Tabby,0.97,48.01,16,9,0,1
2.0,Tortie,0.83,36.49,13,9,1,1
2.0,Black,0.25,5.53,13,9,1,2
2.0,Brown Tabby,0.09,15.1,13,9,0,1
2.0,Lynx Point,0.91,40.48,16,9,0,1
2.0,Brown,0.1,45.74,13,9,0,2
1.0,Yellow,0.78,43.61,0,7,0,2
0.0,Tan,0.78,41.33,7,1,1,2
1.0,Blue,0.4,28.45,0,7,0,2
2.0,White,0.36,22.49,0,7,0,2
0.0,Tan,0.94,38.89,13,9,1,2
1.0,White,0.01,12.92,0,1,0,2
,White,0.75,28.34,13,9,2,1
2.0,Tan,0.91,35.64,1,4,0,2
0.0,Brown Tabby,0.92,32.89,0,1,1,1
2.0,Black,0.45,30.76,13,9,1,2
1.0,Black,0.99,46.61,0,1,0,1
2.0,Black,0.18,22.17,13,9,1,4
0.0,White,0.2,9.44,0,1,1,2
0.0,Brown Tabby,0.19,27.17,0,1,1,1
1.0,Yellow Brindle,0.28,8.65,0,1,0,2
1.0,Buff,0.72,42.0,0,1,0,2
0.0,Brown,0.51,34.19,0,7,1,2
1.0,Tan,0.96,36.02,0,1,0,2
1.0,Black,0.4,15.85,0,1,0,1
0.0,White,0.68,43.77,0,7,1,2
1.0,White,0.52,33.86,13,9,0,1
2.0,Black,0.76,31.5,18,4,1,1
0.0,Brown Tabby,0.66,40.34,0,1,1,1
0.0,Blue,0.59,34.36,0,1,1,1
1.0,Blue Point,0.68,44.15,16,9,0,1
0.0,Brown Brindle,0.1,37.01,0,7,1,2
1.0,Cream,0.73,25.39,0,7,0,2
2.0,Brown Tabby,0.97,22.86,0,1,0,1
0.0,Cream Tabby,0.92,48.03,7,1,1,1
0.0,Tricolor,0.64,20.24,0,1,1,2
1.0,Tricolor,0.31,34.45,0,1,0,2
,Brown,0.62,36.23,0,3,2,4
2.0,Black,0.08,30.3,13,9,1,1
2.0,Black,0.27,37.58,0,7,0,2
2.0,Orange Tabby,0.07,18.57,16,9,0,1
,Blue,0.16,26.86,13,9,2,1
0.0,Brown Tabby,0.08,46.35,7,1,1,1
1.0,Black,0.94,47.39,0,1,0,1
0.0,Blue,0.93,27.86,0,7,1,2
0.0,White,0.88,14.36,0,1,1,2
0.0,White,0.62,40.56,7,1,1,1
0.0,Tan,0.55,26.71,0,1,1,2
1.0,Black,0.21,5.08,0,7,0,2
0.0,Brown,0.4,23.43,13,9,1,2
0.0,Tan,0.3,33.38,0,1,1,2
2.0,Cream Tabby,0.47,47.02,13,9,0,1
2.0,Brown Tabby,0.11,31.11,13,9,1,1
2.0,Black,0.61,15.81,13,9,1,2
0.0,Brown Tabby,0.46,24.26,13,9,1,1
1.0,Black,0.56,44.25,0,1,0,1
,Blue,0.34,33.15,13,9,2,1
1.0,Tan,0.52,18.63,0,1,0,2
,Tortie,0.65,47.58,13,9,2,1
0.0,White,0.91,9.39,0,7,1,2
0.0,Cream,0.37,8.13,0,1,1,2
0.0,White,0.75,14.85,0,1,1,2
0.0,Buff,0.08,5.71,0,1,1,2
0.0,Orange Tabby,0.08,25.07,0,1,1,1
2.0,Brown,0.12,24.93,0,7,1,2
0.0,Tan,0.82,27.79,0,7,1,2
1.0,Yellow,0.94,40.59,0,1,0,2
2.0,Brown Brindle,0.16,6.33,0,7,0,2
0.0,Black,0.76,42.68,0,1,1,2
1.0,Brown,0.64,38.42,7,1,0,2
2.0,Black,0.13,7.94,0,7,0,2
0.0,Calico,0.46,30.04,0,1,1,1
1.0,Blue Tabby,0.3,24.67,0,1,0,1
2.0,Brown Tabby,0.85,34.23,16,9,1,1
2.0,Brown Tabby,0.59,25.27,13,9,0,1
1.0,Buff,0.37,7.51,0,7,0,2
1.0,Tan,0.85,37.65,0,1,0,2
2.0,Brown Tabby,0.04,8.37,13,9,1,1
0.0,Tan,0.88,14.07,13,9,1,2
1.0,Black,0.76,15.57,0,1,0,2
1.0,Red Tick,0.43,37.08,7,1,0,2
0.0,White,0.92,18.95,0,1,1,2
,Gray,0.49,24.63,15,4,2,4
,Gray,0.12,24.15,0,3,2,4
1.0,Brown,0.35,30.87,13,9,0,2
2.0,Tricolor,0.64,17.5,13,9,0,2
